date_valid,alpine_status,alpine_status_code,treeline_status,treeline_status_code,belowtree_status,belowtree_status_code,problems,
2012-02-21,High,4,High,4,High,4,,
2012-02-22,High,4,High,4,Considerable,3,,
2012-02-23,Considerable,3,Considerable,3,Moderate,2,,
2012-02-24,High,4,High,4,Considerable,3,,
2012-02-25,High,4,Considerable,3,Considerable,3,,
2012-02-26,Considerable,3,Considerable,3,Considerable,3,,
2012-02-27,Considerable,3,Considerable,3,Moderate,2,,
2012-02-28,Considerable,3,Considerable,3,Moderate,2,,
2012-02-29,Considerable,3,Considerable,3,Considerable,3,,
2012-03-01,Considerable,3,Considerable,3,Moderate,2,,
2012-03-02,Considerable,3,Considerable,3,Moderate,2,,
2012-03-03,High,4,Considerable,3,Considerable,3,,
2012-03-04,Considerable,3,Considerable,3,Moderate,2,,
2012-03-05,High,4,High,4,Considerable,3,,
2012-03-06,Considerable,3,Considerable,3,Moderate,2,,
2012-03-07,Considerable,3,Moderate,2,Moderate,2,Intense solar radiation may cause a spike in avalanche activity on sun-exposed slopes.,
2012-03-08,Considerable,3,Considerable,3,Moderate,2,,
2012-03-09,High,4,High,4,Considerable,3,,
2012-03-10,High,4,High,4,Considerable,3,Avalanche conditions are very dangerous at this time.,
2012-03-11,High,4,High,4,High,4,,
2012-03-12,High,4,High,4,High,4,Monday's danger ratings assume that a major storm will arrive in the morning. The timing of this system is uncertain and danger ratings may be a bit too high if the storm arrives later.,
2012-03-13,High,4,High,4,Considerable,3,,
2012-03-14,High,4,High,4,High,4,,
2012-03-15,Extreme,5,High,4,High,4,Avalanche conditions in the alpine are EXTREME. Avoid avalanche terrain.,
2012-03-16,High,4,High,4,Considerable,3,,
2012-03-17,High,4,Considerable,3,Considerable,3,,
2012-03-18,High,4,Considerable,3,Moderate,2,"Avalanche danger ratings in the alpine on Sunday and Monday are HIGH where direct sunshine is affecting the slope. If it's cloudy, assume the danger is CONSIDERABLE.",
2012-03-19,Considerable,3,Considerable,3,Moderate,2,Check out the latest Forecaster's Blog post below.,
2012-03-20,High,4,High,4,Considerable,3,Another storm hits the region tonight into Tuesday. Strong winds and new snow has increased the avalanche danger.,
2012-03-21,Considerable,3,Considerable,3,Moderate,2,,
2012-03-22,Considerable,3,Moderate,2,Moderate,2,,
2012-03-23,Considerable,3,Considerable,3,Moderate,2,,
2012-03-24,Considerable,3,Moderate,2,Moderate,2,"Strong solar radiation and mild temperatures this weekend will result in elevated avalanche danger during the day, particularly on sun-exposed slopes.",
2012-03-25,Moderate,2,Moderate,2,Low,1,Be aware of strong solar radiation destabilizing the surface snow when the sun pokes out.,
2012-03-26,Moderate,2,Moderate,2,Low,1,,
2012-03-27,Considerable,3,Moderate,2,Low,1,,
2012-03-28,Considerable,3,Considerable,3,Moderate,2,,
2012-03-29,High,4,Considerable,3,Considerable,3,,
2012-03-30,Considerable,3,Considerable,3,Moderate,2,,
2012-03-31,Considerable,3,Considerable,3,Moderate,2,,
2012-04-01,Considerable,3,Considerable,3,Moderate,2,,
2012-04-02,High,4,High,4,Considerable,3,,
2012-04-03,High,4,High,4,Considerable,3,,
2012-04-04,Considerable,3,Considerable,3,Moderate,2,,
2012-04-05,Considerable,3,Moderate,2,Low,1,,
2012-04-06,Moderate,2,Moderate,2,Low,1,,
2012-04-07,Considerable,3,Moderate,2,Low,1,Avalanche danger will rise during the day with intense spring sunshine and warming temperatures. Plan to be off big sun-exposed slopes early before the snow becomes moist or wet.,
2012-04-08,Considerable,3,Moderate,2,Low,1,Avalanche danger will rise during the day with intense spring sunshine and warming temperatures. Plan to be off big sun-exposed slopes early before the snow becomes moist or wet.,
2012-04-09,Moderate,2,Low,1,Low,1,,
2012-04-10,Moderate,2,Moderate,2,Low,1,,
2012-04-11,Moderate,2,Low,1,Low,1,,
2012-04-12,Moderate,2,Low,1,Low,1,,
2012-04-13,Moderate,2,Low,1,Low,1,,
2012-04-14,Moderate,2,Moderate,2,Moderate,2,,
2012-04-15,Moderate,2,Low,1,Low,1,"Avalanche danger can change during the course of a day. Avalanche danger will be LOW where there is a hard refrozen surface and may rise, with natural avalanches possible, during periods of warming.",
2012-04-16,Moderate,2,Moderate,2,Moderate,2,,
2012-04-17,Moderate,2,Moderate,2,Low,1,,
2012-04-18,Moderate,2,Low,1,Low,1,,
2012-04-19,Low,1,Low,1,Low,1,,
2012-04-20,Considerable,3,Moderate,2,Moderate,2,,
2012-04-21,Considerable,3,Moderate,2,Low,1,,
2012-04-22,Considerable,3,Moderate,2,Moderate,2,Expect a spike in avalanche activity with the onset of rain. The timing of forecast rain is somewhat uncertain.,
2012-04-23,Considerable,3,Considerable,3,Considerable,3,,
2012-04-24,No Rating,0,No Rating,0,No Rating,0,Daily bulletins with danger ratings are finished for the season for this region. General advice can be found in the Avalanche Problems section and on the Forecast Details tab below. Additional information can be found in the Forecaster Blog.,
2012-04-25,No Rating,0,No Rating,0,No Rating,0,Daily bulletins with danger ratings are finished for the season for this region. General advice can be found in the Avalanche Problems section and on the Forecast Details tab below. Additional information can be found in the Forecaster Blog.,
2012-04-26,No Rating,0,No Rating,0,No Rating,0,Daily bulletins with danger ratings are finished for the season for this region. General advice can be found in the Avalanche Problems section and on the Forecast Details tab below. Additional information can be found in the Forecaster Blog.,
2012-04-27,No Rating,0,No Rating,0,No Rating,0,Daily bulletins with danger ratings are finished for the season for this region. General advice can be found in the Avalanche Problems section and on the Forecast Details tab below. Additional information can be found in the Forecaster Blog.,
2012-04-28,No Rating,0,No Rating,0,No Rating,0,Daily bulletins with danger ratings are finished for the season for this region. General advice can be found in the Avalanche Problems section and on the Forecast Details tab below. Additional information can be found in the Forecaster Blog.,
2012-04-29,No Rating,0,No Rating,0,No Rating,0,Daily bulletins with danger ratings are finished for the season for this region. General advice can be found in the Avalanche Problems section and on the Forecast Details tab below. Additional information can be found in the Forecaster Blog.,
2012-04-30,No Rating,0,No Rating,0,No Rating,0,Daily bulletins with danger ratings are finished for the season for this region. General advice can be found in the Avalanche Problems section and on the Forecast Details tab below. Additional information can be found in the Forecaster Blog.,
2012-11-01,No Rating,0,No Rating,0,No Rating,0,Daily bulletins with danger ratings are finished for the season for this region. General advice can be found in the Avalanche Problems section and on the Forecast Details tab below. Additional information can be found in the Forecaster Blog.,
2012-11-02,No Rating,0,No Rating,0,No Rating,0,Early winter conditions exist. Daily avalanche bulletins start November 20.,
2012-11-03,No Rating,0,No Rating,0,No Rating,0,Early winter conditions exist. Daily avalanche bulletins start November 20.,
2012-11-04,No Rating,0,No Rating,0,No Rating,0,Early winter conditions exist. Daily avalanche bulletins start November 20.,
2012-11-05,No Rating,0,No Rating,0,No Rating,0,Early winter conditions exist. Daily avalanche bulletins start November 20.,
2012-11-06,No Rating,0,No Rating,0,No Rating,0,Early winter conditions exist. Daily avalanche bulletins start November 20.,
2012-11-07,No Rating,0,No Rating,0,No Rating,0,Early winter conditions exist. Daily avalanche bulletins start November 20.,
2012-11-08,No Rating,0,No Rating,0,No Rating,0,Early winter conditions exist. Daily avalanche bulletins start November 20.,
2012-11-09,No Rating,0,No Rating,0,No Rating,0,Early winter conditions exist. Daily avalanche bulletins start November 20.,
2012-11-10,No Rating,0,No Rating,0,No Rating,0,Early winter conditions exist. Daily avalanche bulletins start November 20.,
2012-11-11,No Rating,0,No Rating,0,No Rating,0,Early winter conditions exist. Daily avalanche bulletins start November 20.,
2012-11-12,No Rating,0,No Rating,0,No Rating,0,Early winter conditions exist. Daily avalanche bulletins start November 20.,
2012-11-13,No Rating,0,No Rating,0,No Rating,0,Early winter conditions exist. Daily avalanche bulletins start November 20.,
2012-11-14,No Rating,0,No Rating,0,No Rating,0,Early winter conditions exist. Daily avalanche bulletins start November 20.,
2012-11-15,No Rating,0,No Rating,0,No Rating,0,Early winter conditions exist. Daily avalanche bulletins start November 20.,
2012-11-16,No Rating,0,No Rating,0,No Rating,0,Early winter conditions exist. Daily avalanche bulletins start November 20.,
2012-11-17,No Rating,0,No Rating,0,No Rating,0,Early winter conditions exist. Daily avalanche bulletins start November 20.,
2012-11-18,No Rating,0,No Rating,0,No Rating,0,Early winter conditions exist. Daily avalanche bulletins start November 20.,
2012-11-19,No Rating,0,No Rating,0,No Rating,0,Early winter conditions exist. Daily avalanche bulletins start November 20.,
2012-11-20,No Rating,0,No Rating,0,No Rating,0,Early winter conditions exist. Daily avalanche bulletins start November 20.,
2012-11-21,No Rating,0,No Rating,0,No Rating,0,This bulletin is based on limited data. Local variations in conditions are likely to exist. Check out the forecasters blog for further details on interpreting early season bulletins here.,
2012-11-22,No Rating,0,No Rating,0,No Rating,0,This bulletin is based on limited data. Local variations in conditions are likely to exist. Check out the forecasters blog for further details on interpreting early season bulletins.,
2012-11-23,No Rating,0,No Rating,0,No Rating,0,This bulletin is based on limited data. Local variations in conditions are likely to exist. Check out the forecaster's blog for further details on interpreting early season bulletins.,
2012-11-24,No Rating,0,No Rating,0,No Rating,0,This bulletin is based on limited data. Local variations in conditions are likely to exist. Check out the forecaster's blog for further details on interpreting early season bulletins.,
2012-11-25,No Rating,0,No Rating,0,No Rating,0,This bulletin is based on limited data. Local variations in conditions are likely to exist. Check out the forecaster's blog for further details on interpreting early season bulletins.,
2012-11-26,Moderate,2,Moderate,2,Low,1,This bulletin is based on limited data. Local variations in conditions are likely to exist. Check out the forecaster's blog for further details on interpreting early season bulletins.,
2012-11-27,Moderate,2,Moderate,2,Low,1,This bulletin is based on limited data. Local variations in conditions are likely to exist. Check out the forecaster's blog for further details on interpreting early season bulletins.,
2012-11-28,Considerable,3,Moderate,2,Low,1,Avalanche danger is set to rise with stormy weather.,
2012-11-29,High,4,Considerable,3,Moderate,2,,
2012-11-30,High,4,Considerable,3,Moderate,2,,
2012-12-01,High,4,Considerable,3,Moderate,2,,
2012-12-02,High,4,Considerable,3,Moderate,2,,
2012-12-03,High,4,Considerable,3,Moderate,2,,
2012-12-04,High,4,High,4,Considerable,3,,
2012-12-05,Considerable,3,Considerable,3,Considerable,3,,
2012-12-06,Considerable,3,Considerable,3,Moderate,2,,
2012-12-07,Considerable,3,Moderate,2,Moderate,2,The possibility of very large avalanches failing on the deeply buried crust is keeping the Alpine Danger elevated. I don't think we should trust big alpine slopes yet! Check out the forecast details for more info.,
2012-12-08,Considerable,3,Moderate,2,Low,1,,
2012-12-09,Moderate,2,Moderate,2,Low,1,,
2012-12-10,Considerable,3,Moderate,2,Low,1,,
2012-12-11,Considerable,3,Considerable,3,Moderate,2,,
2012-12-12,Considerable,3,Moderate,2,Moderate,2,,
2012-12-13,Moderate,2,Moderate,2,Low,1,,
2012-12-14,Considerable,3,Moderate,2,Low,1,Avalanche danger is expected to rise on the weekend in response to heavy snow and strong ridge top winds.,
2012-12-15,High,4,Considerable,3,Moderate,2,Avalanche danger should rise rapidly throughout the day on Saturday as snow accumulates and winds pick up.,
2012-12-16,High,4,Considerable,3,Considerable,3,,
2012-12-17,High,4,Considerable,3,Moderate,2,,
2012-12-18,Considerable,3,Moderate,2,Moderate,2,,
2012-12-19,High,4,High,4,Considerable,3,,
2012-12-20,Considerable,3,Considerable,3,Moderate,2,,
2012-12-21,Considerable,3,Considerable,3,Moderate,2,"Weather intensity is uncertain for Thursday night and Friday. If snowfall amounts are heavy or if overnight winds are strong, avalanche danger ratings may go to High.",
2012-12-22,Considerable,3,Moderate,2,Moderate,2,,
2012-12-23,Moderate,2,Moderate,2,Moderate,2,"Avalanche danger ratings are based on light to locally moderate accumulations on Saturday night. If snowfall amounts are higher, the danger rating will increase.",
2012-12-24,Considerable,3,Considerable,3,Moderate,2,,
2012-12-25,Considerable,3,Moderate,2,Moderate,2,,
2012-12-26,Moderate,2,Moderate,2,Low,1,,
2012-12-27,Moderate,2,Moderate,2,Low,1,,
2012-12-28,Moderate,2,Moderate,2,Low,1,,
2012-12-29,Moderate,2,Low,1,Low,1,,
2012-12-30,Moderate,2,Low,1,Low,1,,
2012-12-31,Low,1,Low,1,Low,1,Have a safe and fun last day of the year! ,
2013-01-01,Moderate,2,Low,1,Low,1,Have a safe and fun new year!,
2013-01-02,Moderate,2,Low,1,Low,1,,
2013-01-03,Moderate,2,Low,1,Low,1,,
2013-01-04,Low,1,Low,1,Low,1,Low danger doesn't mean no danger. Continue to be avalanche aware and travel using good practices.,
2013-01-05,Considerable,3,Moderate,2,Moderate,2,It's worth noting that the weather forecast has changed and a storm is now expected this weekend.,
2013-01-06,Considerable,3,Moderate,2,Moderate,2,,
2013-01-07,Considerable,3,Considerable,3,Moderate,2,,
2013-01-08,Considerable,3,Considerable,3,Moderate,2,A significant storm is expected to impact this region starting Tuesday afternoon and overnight into Wednesday. Expect very dangerous avalanche conditions in this region through this period.,
2013-01-09,High,4,High,4,Considerable,3,,
2013-01-10,Considerable,3,Considerable,3,Moderate,2,"Sunny skies and fresh snow will be very tempting; however, give the new snow at least a couple days to settle and strengthen before pushing out into steeper, challenging terrain.",
2013-01-11,Considerable,3,Considerable,3,Moderate,2,The presence of a buried weak layer requires discipline at this time. Start with small objectives and give the new snow a little longer to gain strength before pushing into more committing terrain. ,
2013-01-12,Considerable,3,Moderate,2,Moderate,2,,
2013-01-13,Moderate,2,Moderate,2,Moderate,2,,
2013-01-14,Considerable,3,Moderate,2,Moderate,2,Temperatures are forecast to rise significantly early this week. This rapid increase in temperature will result in a spike in avalanche danger. For advice on how to manage these changing conditions please refer to the latest forecaster's blog.,
2013-01-15,Considerable,3,Considerable,3,Moderate,2,Alpine temperatures are forecast to climb to +10 on Tuesday! Check out the latest forecaster's blog posts for advice on how to manage these changing conditions. ,
2013-01-16,Considerable,3,Moderate,2,Moderate,2,,
2013-01-17,Moderate,2,Moderate,2,Moderate,2,,
2013-01-18,Moderate,2,Moderate,2,Moderate,2,,
2013-01-19,Moderate,2,Moderate,2,Low,1,,
2013-01-20,Moderate,2,Moderate,2,Low,1,,
2013-01-21,Moderate,2,Low,1,Low,1,,
2013-01-22,Moderate,2,Low,1,Low,1,,
2013-01-23,Considerable,3,Considerable,3,Moderate,2,,
2013-01-24,Considerable,3,Considerable,3,Considerable,3,Avalanche danger will be variable due to snowfall amounts decreasing as you go inland.,
2013-01-25,High,4,Considerable,3,Moderate,2,Local snowfall amounts and winds will drive the avalanche danger. These will be variable across the region. The posted ratings may be a bit high for some areas.,
2013-01-26,Considerable,3,Considerable,3,Moderate,2,,
2013-01-27,Considerable,3,Considerable,3,Moderate,2,,
2013-01-28,Considerable,3,Moderate,2,Moderate,2,,
2013-01-29,Considerable,3,Considerable,3,Low,1,,
2013-01-30,Moderate,2,Moderate,2,Low,1,"If the sun pokes out, the avalanche hazard may increase to CONSIDERABLE under the effects of solar radiation.",
2013-01-31,Moderate,2,Moderate,2,Low,1,,
2013-02-01,Considerable,3,Considerable,3,Moderate,2,,
2013-02-02,Considerable,3,Considerable,3,Moderate,2,Rising temperatures and intense solar radiation is the driving force for the Avalanche Danger Ratings on Saturday.,
2013-02-03,Moderate,2,Moderate,2,Low,1,,
2013-02-04,Moderate,2,Low,1,Low,1,,
2013-02-05,Considerable,3,Moderate,2,Moderate,2,"If the storm arrives early, and there is more than 20cm by the afternoon, the DANGER ratings should be considered too low.",
2013-02-06,High,4,Considerable,3,Considerable,3,,
2013-02-07,Considerable,3,Considerable,3,Moderate,2,The south end of the region has seen much more new snow than the north end. Be locally aware to the conditions where you are traveling.,
2013-02-08,Considerable,3,Considerable,3,Moderate,2,"The SOUTH end of the region has significantly more new snow and will take more time to stabilize.
Be aware that the sun's rays can have a de-stabilizing effect on the new snow. Be cautious if the sun burns off the high clouds.",
2013-02-09,Considerable,3,Moderate,2,Moderate,2,"Use caution at low elevations in the afternoon when the sun warms the recent storm snow, especially in areas that received more new snow.",
2013-02-10,Considerable,3,Moderate,2,Moderate,2,,
2013-02-11,Moderate,2,Moderate,2,Low,1,,
2013-02-12,Moderate,2,Moderate,2,Low,1,,
2013-02-13,Moderate,2,Moderate,2,Low,1,,
2013-02-14,Moderate,2,Low,1,Low,1,,
2013-02-15,Moderate,2,Low,1,Low,1,,
2013-02-16,Moderate,2,Low,1,Low,1,,
2013-02-17,Moderate,2,Low,1,Low,1,,
2013-02-18,Moderate,2,Low,1,Low,1,,
2013-02-19,Moderate,2,Low,1,Low,1,,
2013-02-20,Moderate,2,Low,1,Low,1,,
2013-02-21,Moderate,2,Moderate,2,Low,1,,
2013-02-22,High,4,High,4,Considerable,3,,
2013-02-23,High,4,Considerable,3,Considerable,3,,
2013-02-24,High,4,Considerable,3,Moderate,2,,
2013-02-25,High,4,High,4,Considerable,3,,
2013-02-26,Considerable,3,Considerable,3,Considerable,3,,
2013-02-27,Considerable,3,Considerable,3,Moderate,2,,
2013-02-28,High,4,High,4,Considerable,3,Danger ratings are based on a very intense storm hitting the coast. There is still some uncertainty around the timing and intensity of this system.,
2013-03-01,Extreme,5,High,4,High,4,,
2013-03-02,High,4,High,4,Considerable,3,,
2013-03-03,Considerable,3,Considerable,3,Moderate,2,Watch out for slopes being warmed by direct sun. This may locally raise the avalanche danger.,
2013-03-04,Considerable,3,Considerable,3,Moderate,2,Watch out for slopes being warmed by direct sun. This may locally raise the avalanche danger.,
2013-03-05,Considerable,3,Moderate,2,Low,1,,
2013-03-06,Moderate,2,Moderate,2,Low,1,,
2013-03-07,Moderate,2,Moderate,2,Low,1,,
2013-03-08,Moderate,2,Moderate,2,Low,1,,
2013-03-09,Moderate,2,Moderate,2,Low,1,,
2013-03-10,Moderate,2,Low,1,Low,1,,
2013-03-11,Moderate,2,Moderate,2,Low,1,,
2013-03-12,High,4,Considerable,3,Moderate,2,"The avalanche danger will rise throughout the day on Tuesday as snow accumulates, winds increase, and the freezing level rises.",
2013-03-13,High,4,High,4,Considerable,3,,
2013-03-14,High,4,High,4,Considerable,3,,
2013-03-15,High,4,Considerable,3,Moderate,2,,
2013-03-16,Considerable,3,Considerable,3,Moderate,2,,
2013-03-17,Considerable,3,Moderate,2,Low,1,"Variable snowpack conditions, particularly at upper treeline and alpine elevations. The snowpack is proving slow to recover following the recent big storm.",
2013-03-18,Considerable,3,Moderate,2,Moderate,2,,
2013-03-19,Considerable,3,Moderate,2,Low,1,A punchy storm makes landfall Tuesday night. Avalanche danger will increase in response to the storm.,
2013-03-20,High,4,High,4,Considerable,3,,
2013-03-21,Considerable,3,Considerable,3,Moderate,2,,
2013-03-22,Considerable,3,Moderate,2,Low,1,Avalanche danger may spike on slopes receiving direct sun. Avoid travelling on or underneath sun-baked terrain.,
2013-03-23,Considerable,3,Moderate,2,Moderate,2,Avalanche danger may spike on slopes receiving direct sun. Avoid travelling on or underneath sun-baked terrain.,
2013-03-24,Moderate,2,Moderate,2,Low,1,,
2013-03-25,Moderate,2,Moderate,2,Low,1,,
2013-03-26,Moderate,2,Moderate,2,Low,1,Avalanche danger may spike on slopes that are getting warmed by sunshine or warm temperatures. Be alert for changing conditions throughout the day.,
2013-03-27,Moderate,2,Low,1,Low,1,Avalanche danger may rise with solar radiation or daytime warming.,
2013-03-28,Moderate,2,Low,1,Low,1,Avalanche danger will rise with daytime warming. Stay aware of changing conditions throughout the day.,
2013-03-29,Low,1,Low,1,Low,1,Danger could INCREASE TO CONSIDERABLE with intense radiation on south and west aspects. Be aware of how the warm weather is changing the snowpack.,
2013-03-30,Low,1,Low,1,Low,1,"Danger could INCREASE TO CONSIDERABLE with intense radiation on south and west aspects, especially at treeline and below. Be aware of how the warm weather is changing the snowpack.",
2013-03-31,Low,1,Low,1,Low,1,"Danger could INCREASE TO CONSIDERABLE with intense radiation on south and west aspects, especially at treeline and below. Be aware of how the warm weather is changing the snowpack.",
2013-04-01,Low,1,Low,1,Low,1,"Be alert to conditions that change with daytime warming. Danger ratings are likely to exceed posted levels if solar radiation is strong, especially at treeline and below.",
2013-04-02,Low,1,Low,1,Low,1,,
2013-04-03,Moderate,2,Low,1,Low,1,,
2013-04-04,Moderate,2,Low,1,Low,1,,
2013-04-05,Considerable,3,Considerable,3,Moderate,2,We're expecting a return to winter conditions heading into the weekend. Choose conservative routes until the weather improves and the snow has a chance to stabilize.,
2013-04-06,High,4,Considerable,3,Moderate,2,,
2013-04-07,Considerable,3,Considerable,3,Moderate,2,,
2013-04-08,Moderate,2,Moderate,2,Low,1,,
2013-04-09,Moderate,2,Moderate,2,Low,1,,
2013-04-10,Considerable,3,Considerable,3,Moderate,2,,
2013-04-11,Considerable,3,Moderate,2,Low,1,,
2013-04-12,Moderate,2,Moderate,2,Low,1,,
2013-04-13,Considerable,3,Moderate,2,Moderate,2,,
2013-04-14,Considerable,3,Moderate,2,Low,1,,
2013-04-15,Moderate,2,Moderate,2,Low,1,Danger on SOUTH and WEST facing slopes could be CONSIDERABLE in the afternoon.,
2013-04-16,Moderate,2,Moderate,2,Low,1,Danger on SOUTH and WEST facing slopes could be CONSIDERABLE in the afternoon.,
2013-04-17,Moderate,2,Moderate,2,Low,1,,
2013-04-18,Moderate,2,Moderate,2,Low,1,,
2013-04-19,Moderate,2,Moderate,2,Low,1,,
2013-04-20,Moderate,2,Low,1,Low,1,,
2013-04-21,Moderate,2,Low,1,Low,1,"Monday is the last day of the 2012/13 forecast season. As of Tuesday, general spring messaging will be found under the ""Forecast Details"" tab.",
2013-04-22,Moderate,2,Low,1,Low,1,"The Public Avalanche Forecasts will come to an end on Tuesday. General spring messaging will be found under the ""Forecast Details"" tab below.
See you next season!",
2013-04-23,No Rating,0,No Rating,0,No Rating,0,"We are no longer issuing Danger ratings for this region. Professional operators are finished for the season, and observations are very limited. See the “Forecast Details” tab immediately below this headline for more information.",
2013-04-24,No Rating,0,No Rating,0,No Rating,0,"We are no longer issuing Danger ratings for this region. Professional operators are finished for the season, and observations are very limited. See the “Forecast Details” tab immediately below this headline for more information.",
2013-04-25,No Rating,0,No Rating,0,No Rating,0,"We are no longer issuing Danger ratings for this region. Professional operators are finished for the season, and observations are very limited. See the “Forecast Details” tab immediately below this headline for more information.",
2013-04-26,No Rating,0,No Rating,0,No Rating,0,"We are no longer issuing Danger ratings for this region. Professional operators are finished for the season, and observations are very limited. See the “Forecast Details” tab immediately below this headline for more information.",
2013-04-27,No Rating,0,No Rating,0,No Rating,0,"We are no longer issuing Danger ratings for this region. Professional operators are finished for the season, and observations are very limited. See the “Forecast Details” tab immediately below this headline for more information.",
2013-04-28,No Rating,0,No Rating,0,No Rating,0,"We are no longer issuing Danger ratings for this region. Professional operators are finished for the season, and observations are very limited. See the “Forecast Details” tab immediately below this headline for more information.",
