date_valid,alpine_status,alpine_status_code,treeline_status,treeline_status_code,belowtree_status,belowtree_status_code,problems,
2016-12-31,Considerable,3,Moderate,2,Low,1,Watch for signs that the recent storm snow is still reactive to triggering. Slabs will be most reactive in wind loaded terrain features.,
2017-01-01,Moderate,2,Moderate,2,Low,1,Relatively light amounts of new snow may form wind slabs behind exposed features. These could become touchy if they are kissed by the sun on south aspect slopes.,
2017-01-02,Moderate,2,Moderate,2,Low,1,"Cold north winds have been blowing. Watch for fresh wind slabs, particularly on southerly aspects.",
2017-01-03,Moderate,2,Moderate,2,Low,1,"Cold north winds have been blowing. Watch for fresh wind slabs, particularly on southerly aspects",
2017-01-04,Moderate,2,Moderate,2,Low,1,Recently formed wind slabs may become reactive with solar radiation on Wednesday. Keep an eye on the sun and analyze each slope for patterns of wind effect before choosing your line.,
2017-01-05,Moderate,2,Moderate,2,Low,1,Wind slabs are still lingering on many slope aspects at upper elevations. Analyze each slope for signs of wind loading and likely trigger points as you travel.,
2017-01-06,Moderate,2,Moderate,2,Low,1,Wind slabs are still lingering on many slope aspects at upper elevations. Analyze each slope for signs of wind loading and likely trigger points as you travel.,
2017-01-07,Moderate,2,Low,1,Low,1,Wind slabs are lingering at upper elevations. Analyze each slope for signs of wind loading and likely trigger points as you travel.,
2017-01-08,Moderate,2,Low,1,Low,1,The incoming storm will form new wind slabs and increase the avalanche danger at higher elevations.,
2017-01-09,Moderate,2,Moderate,2,Low,1,"The incoming storm will form new wind slabs and increase the avalanche danger at higher elevations. If the southern portion (Coquihalla) sees more than 25cm, the danger rating will be CONSIDERABLE.",
2017-01-10,Moderate,2,Moderate,2,Low,1,Watch for new wind slabs and pockets of soft slabs at higher elevations.,
2017-01-11,Moderate,2,Moderate,2,Low,1,Watch for new wind slabs and pockets of soft slabs at higher elevations.,
2017-01-12,Moderate,2,Moderate,2,Low,1,Wind slabs are slowly gaining strength but you can expect those on south aspects to become touchy with any solar radiation on Thursday.,
2017-01-13,Moderate,2,Moderate,2,Low,1,Wind slabs are slowly gaining strength but you can expect those on south aspects to become touchy with any solar radiation.,
2017-01-14,Moderate,2,Moderate,2,Low,1,Wind slabs are slowly gaining strength but you can expect those on south aspects to become touchy with any solar radiation.,
2017-01-15,Moderate,2,Moderate,2,Low,1,Wind slabs are slowly gaining strength but you can expect those on south aspects to become touchy with any solar radiation (especially in the south - Coquihalla region).,
2017-01-16,Moderate,2,Moderate,2,Low,1,Wind slabs are slowly gaining strength but you can expect those on south aspects to be touchy. Avalanche danger will rise with the incoming snow Monday night.,
2017-01-17,Considerable,3,Considerable,3,Moderate,2,"Big changes are hard on the snowpack and can give surprising results. It's time to rein in your terrain use and stick to low consequence areas. If the Duffey zone sees >30cm snow on Tuesday - Wednesday, the danger rating will be HIGH.",
2017-01-18,Considerable,3,Considerable,3,Moderate,2,"Big changes are hard on the snowpack and can give surprising results. It's time to rein in your terrain use and stick to low consequence areas. If the Duffey zone sees >30cm snow on Tuesday - Wednesday, the danger rating will be HIGH.",
2017-01-19,Considerable,3,Considerable,3,Moderate,2,"Heavy loading from snow, wind and rain is driving avalanche danger up.",
2017-01-20,Considerable,3,Considerable,3,Moderate,2,Conditions are primed for people triggering avalanches. Don't let the lure of deep powder draw you into terrain that's inappropriate for the conditions.,
2017-01-21,Considerable,3,Considerable,3,Moderate,2,Conditions are primed for people triggering avalanches. Don't let the lure of deep powder draw you into terrain that's inappropriate for the conditions.,
2017-01-22,Considerable,3,Considerable,3,Moderate,2,Conditions are primed for people triggering avalanches. Don't let the lure of deep powder draw you into terrain that's inappropriate for the conditions.,
2017-01-23,Considerable,3,Moderate,2,Low,1,Don't let the lure of deep powder in the alpine zone draw you into terrain that's inappropriate for the conditions.,
2017-01-24,Moderate,2,Moderate,2,Low,1,Keep your objectives in check as stability improves. Wind slabs are distributed widely and a weak layer still exists below our new snow.,
2017-01-25,Moderate,2,Moderate,2,Low,1,Keep your objectives in check as stability improves. Wind slabs are distributed widely and may step down to deeper weaknesses in thin snowpack areas.,
2017-01-26,Moderate,2,Moderate,2,Low,1,Keep your objectives in check as stability improves. Wind slabs are distributed widely and may 'step down' to deeper weaknesses in thin snowpack areas.,
2017-01-27,Moderate,2,Moderate,2,Low,1,"Great variability exists across the region.
A more stable condition exists in the Coquihalla area, but wind slabs remain widely distributed and may 'step down' to deeper weaknesses in thin snowpack areas such as the South Chilcotins.",
2017-01-28,Considerable,3,Moderate,2,Low,1,"Danger will increase towards the north. Little change is expected for the Coquihalla area, but northern areas are expecting up to 20 cm of new snow falling on a weaker snowpack.",
2017-01-29,Moderate,2,Moderate,2,Low,1,Fresh wind slabs have formed throughout the region. In northern parts of the region be cautious around thin rocky areas where wind slabs could step down to deeper weak layers.,
2017-01-30,Moderate,2,Moderate,2,Low,1,Fresh wind slabs have formed throughout the region. In northern parts of the region be cautious around thin rocky areas where wind slabs could step down to deeper weak layers.,
2017-01-31,Moderate,2,Moderate,2,Low,1,Watch for wind slabs lingering at higher elevations. Thanks to everyone who's shared observations on the MIN last weekend!,
2017-02-01,Moderate,2,Moderate,2,Low,1,Watch for lingering wind slabs that may be reactive to rider triggers.,
2017-02-02,Moderate,2,Moderate,2,Low,1,Lingering wind slabs may be reactive to rider triggers.,
2017-02-03,Moderate,2,Moderate,2,Low,1,Rider triggered wind slabs remain the primary concern.,
2017-02-04,Considerable,3,Considerable,3,Moderate,2,New snow and wind will likely build reactive storm slabs. Storm slabs may have the potential to trigger deeper weakness in shallow snowpack areas. Conservative terrain selection is key for the weekend.,
2017-02-05,High,4,Considerable,3,Considerable,3,Touchy storm slabs reactive to human triggers. Conservative decision making will be CRITICAL to playing safe in the mountains this weekend.,
2017-02-06,Considerable,3,Moderate,2,Moderate,2,"Touchy storm slabs reactive to human triggers. Smaller storm slabs may step-down to deeper weak layers, resulting in large, destructive avalanches.",
2017-02-07,Moderate,2,Moderate,2,Moderate,2,Storm slabs will likely be most reactive in wind effected terrain. Use caution as you transition into wind effected snow.,
2017-02-08,Moderate,2,Moderate,2,Moderate,2,Storm slabs will likely be most reactive in wind effected terrain. Avoid slopes where the snow feels stiff or slabby.,
2017-02-09,High,4,High,4,High,4,Natural and human triggered avalanches are very likely on Thursday. Travel in avalanche terrain is not recommended.,
2017-02-10,High,4,High,4,High,4,Natural and human triggered avalanches remain very likely on Friday. Travel in avalanche terrain is not recommended.,
2017-02-11,Considerable,3,Considerable,3,Moderate,2,Human triggered avalanches remain likely on Saturday at treeline and above. Use small slopes with low consequence to test the bond of the storm snow.,
2017-02-12,Considerable,3,Considerable,3,Moderate,2,"Human triggered avalanches remain likely on Sunday at treeline and above, especially in the Coquihalla. Use small slopes with low consequence to test the bond of the storm snow.",
2017-02-13,Considerable,3,Moderate,2,Moderate,2,Avoid steep sun-exposed slopes during the heat of the day. Don't let your guard down with warm temperatures and sunny skies.,
2017-02-14,High,4,High,4,Considerable,3,We're moving into a period of HIGH danger with rapid loading of the snowpack on Wednesday and Thursday: rain to treeline and heavy snow in the alpine.,
2017-02-15,High,4,High,4,Considerable,3,We're moving into a period of HIGH danger with rapid loading of the snowpack on Wednesday and Thursday: rain to treeline and heavy snow in the alpine.,
2017-02-16,High,4,High,4,Considerable,3,We're into a period of HIGH danger with rapid loading of the snowpack on Wednesday into Thursday: rain to treeline and heavy snow in the alpine.,
2017-02-17,Considerable,3,Moderate,2,Low,1,The recent storm delivered a storm slab problem to the alpine while saturating lower elevations with rain. Be aware of increasing hazard as you transition to higher elevations.,
2017-02-18,Moderate,2,Moderate,2,Low,1,Watch for signs wind transport in exposed terrain. Moderate to strong winds and light snowfall on Sunday may form new wind slabs.,
2017-02-19,Moderate,2,Moderate,2,Low,1,Watch for signs wind transport in exposed terrain. Moderate winds and light snowfall may form new wind slabs on Monday.,
2017-02-20,Moderate,2,Low,1,Low,1,Watch for lingering wind slabs in high north facing terrain and wet sluffing on steep sun exposed slopes.,
2017-02-21,Moderate,2,Low,1,Low,1,Watch for lingering wind slabs in high north facing terrain and loose sluffing on steep sun exposed slopes.,
2017-02-22,Moderate,2,Low,1,Low,1,Watch for lingering wind slabs in high north facing terrain and loose sluffing on steep sun exposed slopes.,
2017-02-23,Moderate,2,Low,1,Low,1,Wind slabs at upper elevations remain a concern. Don't let the improving conditions tempt you into unsupported terrain.,
2017-02-24,Moderate,2,Low,1,Low,1,"Conditions are improving, but don't let that tempt you into unsupported terrain. Wind slabs remain a concern at upper elevations.",
2017-02-25,Moderate,2,Moderate,2,Low,1,Lingering wind slabs and the possibility of increasing persistent slab activity are keeping avalanche danger elevated in the region.,
2017-02-26,Moderate,2,Moderate,2,Low,1,Recent snowfall has resupplied wind slabs in the south of the region. Recent persistent slab activity should rein in terrain selection in the north.,
2017-02-27,Moderate,2,Moderate,2,Low,1,The region is split. A lingering persistent slab problem has the north of the region on high alert while greater new snow amounts have substantially increased wind slab hazard in the south.,
2017-02-28,Considerable,3,Moderate,2,Moderate,2,"Conditions are primed for people triggering avalanches, which are expected to get bigger and more touchy with more snow and wind, and warmer temperatures. Deeper persistent slab problems are a real concern in northern parts of the region.",
2017-03-01,Considerable,3,Considerable,3,Moderate,2,Snowfall amounts may vary throughout the region. Localized areas receiving more than 30 cm of new snow may have a higher avalanche hazard and danger may rise to HIGH.,
2017-03-02,Considerable,3,Considerable,3,Moderate,2,"Snowfall amounts may vary throughout the region. In the Cascasdes, heavy snow is expected to result in HIGH danger, while further north, much drier conditions are expected to result in slightly lower danger.",
2017-03-03,High,4,Considerable,3,Moderate,2,"Snowfall amounts may vary throughout the region. In the Cascasdes, heavy snow is expected to result in HIGH danger, while further north, much drier conditions are expected to result in slightly lower danger.",
2017-03-04,Considerable,3,Considerable,3,Moderate,2,"Strong SW wind and fresh snow Friday night may fuel a round of natural avalanches while most of us sleep. Light wind and snowfall on Saturday may appear picture-perfect, but the mountains are currently primed for human triggered avalanches.",
2017-03-05,Considerable,3,Considerable,3,Moderate,2,Two incidents Saturday remind us that a potentially dangerous storm/wind slab remains sensitive to human triggering. Caution and restraint is urged at this time. Take a conservative approach as you travel in the mountains Sunday.,
2017-03-06,Considerable,3,Considerable,3,Moderate,2,Tricky conditions are expected to persist for the next few days with touchy new wind slabs expected to develop and a buried weak layer creating the potential for isolated very large avalanches. Conservative terrain selection remains critical.,
2017-03-07,Considerable,3,Considerable,3,Moderate,2,Tricky conditions are expected to persist for the next few days with touchy new wind slabs expected to develop and a buried weak layer creating the potential for isolated very large avalanches. Conservative terrain selection remains critical.,
2017-03-08,Considerable,3,Considerable,3,Moderate,2,Ongoing storm loading and a buried weak layer are creating tricky conditions.  Watch for fresh wind slabs on Wednesday and use extra caution on south facing slopes when the sun is out.  Conservative terrain selection remains critical.,
2017-03-09,Considerable,3,Considerable,3,Moderate,2,Progressive storm loading and a buried weak layer have created tricky conditions. Watch for fresh wind slabs on Thursday and use extra caution on south facing slopes when the sun is out. Conservative terrain selection remains critical.,
2017-03-10,High,4,Considerable,3,Considerable,3,Fresh storm slabs are only half of the picture on Friday. Recent wind slabs and persistent weaknesses deeper in the snowpack still can't be trusted - especially with increasing load stacking up above.,
2017-03-11,High,4,Considerable,3,Moderate,2,Storm and wind slabs are only half of the picture on Saturday. Persistent weaknesses deeper in the snowpack have given recent feedback that can't be ignored.,
2017-03-12,High,4,Considerable,3,Moderate,2,"Strong to extreme overnight winds are set to maintain touchy conditions for Sunday. Deeper in the snowpack, persistent weak layers have given recent feedback that can't be ignored.",
2017-03-13,High,4,Considerable,3,Moderate,2,Steadily warming temperatures are increasing concern for persistent slab avalanches. A smaller storm slab release could be the perfect trigger.,
2017-03-14,Considerable,3,Moderate,2,Moderate,2,"On Wednesday, touchy storm slabs are expected in the high alpine. Extra caution is also required on all sun exposed slopes if the sun comes out in full force.",
2017-03-15,Considerable,3,Considerable,3,Moderate,2,"The new snow and strong wind is expected to form new wind slabs that will bury the rain crust. If more than around 30 cm of snow accumulates in your riding area, a more widespread storm slab problem may develop and local hazard could be High.",
2017-03-16,Considerable,3,Considerable,3,Moderate,2,"The new snow and strong wind is expected to form new wind slabs that will bury the rain crust. If more than around 30 cm of snow accumulates in your riding area, a more widespread storm slab problem may develop and local hazard could be High.",
2017-03-17,Considerable,3,Moderate,2,Moderate,2,"Fresh snow will be touchy in wind affected terrain on Friday, while another wet storm is lined up to elevate the danger this weekend.",
2017-03-18,Considerable,3,Moderate,2,Moderate,2,A cooling trend will eventually help stabilize the snowpack. Continually reassess conditions as you travel into avalanche terrain and be aware of the potential for deeper weaknesses in the snowpack.,
2017-03-19,Considerable,3,Moderate,2,Low,1,Continually reassess conditions as you travel into avalanche terrain and be aware of the potential for deeper weaknesses in the snowpack,
2017-03-20,Considerable,3,Moderate,2,Low,1,Although avalanche danger levels remain constant a short lived spike in the freezing level on Tuesday into Wednesday may make deeper buried weak layers more reactive in the alpine and tree line elevations. A cautious approach is recommended.,
2017-03-21,Moderate,2,Moderate,2,Low,1,Snowfall amounts over the coming days vary between the north and south portions of the region. Light to moderate amounts of snow accompanied by wind gradually raise danger ratings.,
2017-03-22,Moderate,2,Moderate,2,Low,1,Snowfall amounts over the coming days vary between the north and south portions of the region. Light to moderate amounts of snow accompanied by wind will gradually raise danger ratings.,
2017-03-23,Moderate,2,Moderate,2,Low,1,Snowfall amounts over the coming days vary between the north and south portions of the region. Light to moderate amounts of snow accompanied by wind will gradually raise danger ratings.,
2017-03-24,Considerable,3,Moderate,2,Low,1,"Saturday will bring the end of the storm as well as a chance solar exposure. Wind slabs are already primed for human triggering, but a touch of sun may make them especially reactive.",
2017-03-25,Moderate,2,Moderate,2,Low,1,"Avalanche problems increase with elevation. You may not see wind slabs releasing naturally on Sunday, but they are much more likely to react to cornice fall or human trigger.",
2017-03-26,Moderate,2,Moderate,2,Low,1,"As you travel, keep in mind that avalanche problems will increase with elevation. Fortunately, the current problems aren't difficult to manage with thoughtful terrain analysis and selection.",
2017-03-27,Moderate,2,Moderate,2,Low,1,The storm forecast for coastal regions is not expected to push very far inland initially. We are uncertain of new snow amounts on Tuesday.,
2017-03-28,Considerable,3,Moderate,2,Low,1,A steady accumulation of snow over the past few days has gradually increased the avalanche danger at upper elevations,
2017-03-29,Considerable,3,Moderate,2,Low,1,Forecast warm weather and potential extended sunny periods on Thursday and Friday will keep the avalanche danger elevated,
2017-03-30,Moderate,2,Moderate,2,Low,1,Warm temperatures combined with potential extended periods of sunshine may increase avalanche danger as the day progresses on Friday,
2017-03-31,Moderate,2,Moderate,2,Low,1,There is variability in the amount of snow forecast for the south and north of the region. With locally higher amounts of snow than forecast the avalanche danger may be elevated from what is indicated.,
2017-04-01,Considerable,3,Moderate,2,Low,1,"The recent storm snow is expected to be reactive at higher elevations, especially in wind loaded terrain. Extra caution is needed around steep sun exposed slopes on Sunday if the sun is shining for extended periods of time.",
2017-04-02,Considerable,3,Moderate,2,Low,1,Watch for lingering wind slabs in high north facing terrain. Extra caution is needed around all steep sun exposed slopes as well any slopes exposed to large cornices.,
2017-04-03,Moderate,2,Moderate,2,Low,1,Recently formed wind slabs are expected to remain reactive to triggering on Tuesday. Use extra caution on high elevation north aspects.,
2017-04-04,Moderate,2,Moderate,2,Low,1,Forecast precipitation amounts and freezing levels vary from the north of the region to the south. Higher than forecast precipitation may lead to locally elevated danger ratings.,
2017-04-05,Moderate,2,Moderate,2,Low,1,There is distinct variability in avalanche conditions between the north and south of the region. In the north of the region recent heavy loads such as cornice falls have been sporadically triggering full depth avalanches.,
2017-04-06,Considerable,3,Moderate,2,Low,1,There is distinct variability in avalanche conditions between the north and south of the region. In the north of the region recent heavy loads such as cornice falls have been sporadically triggering full depth avalanches.,
2017-04-07,Moderate,2,Moderate,2,Low,1,There is distinct variability in avalanche conditions between the north and south of the region. In the north of the region recent heavy loads such as cornice falls have been sporadically triggering full depth avalanches.,
2017-04-08,Moderate,2,Moderate,2,Low,1,There is distinct variability in avalanche conditions between the north and south of the region. In the north of the region recent heavy loads such as cornice falls have been sporadically triggering full depth avalanches.,
2017-04-09,Moderate,2,Moderate,2,Low,1,There is huge variation between the north and southern parts of the region. Cornices and deep weak layers remain a concern in the north.,
2017-04-10,Moderate,2,Low,1,Low,1,Huge variation exists between north and southern parts of the region. Cornices and deep weak layers remain a concern in the north.,
2017-04-11,Moderate,2,Low,1,Low,1,Huge variation exists between north and southern parts of the region. Cornices and deep weak layers remain a concern in the north.,
2017-04-12,Moderate,2,Moderate,2,Low,1,Alpine Danger may be Considerable in localized areas that receive more than 20 cm of new snow.,
2017-04-13,Moderate,2,Moderate,2,Low,1,"You may encounter unstable snow behind ridgelines or summits, especially in wind effected areas.",
2017-04-14,Moderate,2,Low,1,Low,1,The next big change is on Sunday: Sunny warm weather will be the driver of avalanche problems.,
2017-04-15,Considerable,3,Moderate,2,Low,1,"The next big change is on Sunday: Sunny, warm weather will be driving avalanche problems.",
2017-04-16,Moderate,2,Low,1,Low,1,Wind slabs and cornices are the main concerns right now. Carefully assess terrain before committing to bigger lines.,
2017-04-17,Moderate,2,Moderate,2,Low,1,Wind slabs and cornices are the main concerns right now. Carefully assess terrain before committing to bigger lines.,
2017-04-18,Moderate,2,Moderate,2,Low,1,Wind slabs and cornices are the main concerns right now. Carefully assess terrain before committing to bigger lines.,
2017-04-19,Moderate,2,Moderate,2,Low,1,Wind slabs and cornices are the main concerns right now. Carefully assess terrain before committing to bigger lines.,
2017-04-20,Considerable,3,Moderate,2,Low,1,"Conditions are touchy at higher elevations, with storm slabs bonding poorly to the Easter crust. Dial back your terrain use until conditions settle out.",
2017-04-21,Moderate,2,Low,1,Low,1,Warm overnight temperatures will keep cornices weak before colder temps set in and thin new wind slabs begin to build on Saturday afternoon.,
2017-04-22,Moderate,2,Low,1,Low,1,The storm impacting the South Coast won't bring significant precipitation inland. Cornice hazards remain the primary concern in the region.,
2017-04-23,Moderate,2,Low,1,Low,1,A springtime melt-freeze regime is establishing itself in the South Coast Inland region. Read more about how to manage avalanche danger under current conditions in our Forecaster's Blog here.,
2017-04-24,,,,,,,,
2017-04-25,,,,,,,,
2017-04-26,,,,,,,,
2017-04-27,,,,,,,,
2017-04-28,,,,,,,,
2017-04-29,,,,,,,,
2017-04-30,,,,,,,,
2017-11-01,,,,,,,,
2017-11-02,,,,,,,,
2017-11-03,,,,,,,,
2017-11-04,,,,,,,,
2017-11-05,,,,,,,,
2017-11-06,,,,,,,,
2017-11-07,,,,,,,,
2017-11-08,,,,,,,,
2017-11-09,,,,,,,,
2017-11-10,,,,,,,,
2017-11-11,,,,,,,,
2017-11-12,,,,,,,,
2017-11-13,,,,,,,,
2017-11-14,,,,,,,,
2017-11-15,,,,,,,,
2017-11-16,,,,,,,,
2017-11-17,,,,,,,,
2017-11-18,,,,,,,,
2017-11-19,,,,,,,,
2017-11-20,,,,,,,,
2017-11-21,,,,,,,,
2017-11-22,,,,,,,,
2017-11-23,,,,,,,,
2017-11-24,Considerable,3,Moderate,2,Moderate,2,"The region is split, with fresh storm slab and loose wet avalanche problems in the south of the region and a well-consolidated snowpack in the north. Saturday's danger ratings are biased to the south of the region.",
2017-11-25,High,4,Considerable,3,Moderate,2,A natural avalanche cycle is expected on Sunday with rain set to batter the snowpack. Conditions will be especially dangerous where rain falls on dry snow. This will certainly be the case at high elevations in the south of the region.,
2017-11-26,High,4,Considerable,3,Moderate,2,A natural avalanche cycle is expected on Sunday with rain set to batter the snowpack. Conditions will be especially dangerous where rain falls on dry snow. This will certainly be the case at high elevations in the south of the region.,
2017-11-27,Moderate,2,Moderate,2,Low,1,Watch for fresh winds slabs left in lee terrain in the wake of Sunday's storm.,
2017-11-28,Considerable,3,Moderate,2,Moderate,2,This forecast is based on limited information. Snow amounts are also uncertain. Treat this as a first estimation of avalanche danger and be prepared to adjust your decisions based on observed conditions.,
2017-11-29,Moderate,2,Moderate,2,Low,1,"Generally the hazard comprises small wind slabs in exposed areas. If storm amounts come in greater than indicated in the weather discussion, use additional caution and modify your objectives accordingly.",
2017-11-30,Moderate,2,Moderate,2,Low,1,"Generally the hazard comprises small wind slabs in exposed areas. If storm amounts come in greater than indicated in the weather discussion, use additional caution and modify your objectives accordingly.",
2017-12-01,Moderate,2,Moderate,2,Low,1,"Generally the hazard comprises small wind slabs in exposed areas. If storm amounts come in greater than indicated in the weather discussion, use additional caution and modify your objectives accordingly.",
2017-12-02,Moderate,2,Moderate,2,Low,1,"The lure of powder slopes and sunny skies will be strong on Sunday. Take a cautious approach towards more aggressive terrain - especially steep, wind-affected terrain.",
2017-12-03,Moderate,2,Moderate,2,Low,1,"The lure of powder slopes and sunny skies will be strong on Sunday. Take a cautious approach towards more aggressive terrain - especially steep, wind-affected terrain.",
2017-12-04,Moderate,2,Low,1,Low,1,"Don't let your guard down with the sunny weather and fresh snow. Take a cautious approach towards more aggressive terrain - especially steep, wind-affected terrain.",
2017-12-05,Moderate,2,Moderate,2,Moderate,2,"Don't let your guard down with the sunny weather and fresh snow. Take a cautious approach towards more aggressive terrain - especially steep, wind-affected terrain.",
2017-12-06,Moderate,2,Moderate,2,Low,1,"Alpine temperatures are sky rocketing! Dial back your terrain choices when the snow gets moist or mushy and avoid cliffs, gullies, and steep slopes with trees.",
2017-12-07,Moderate,2,Low,1,Low,1,Stick to shady terrain. Wet loose avalanches are most likely on sun-exposed slopes.,
2017-12-08,Moderate,2,Low,1,Low,1,Stick to shady terrain. Wet loose avalanches are most likely on sun-exposed slopes.,
2017-12-09,Low,1,Low,1,Low,1,"Shady slopes offer the best snow, but watch out for new wind slabs that may have formed at higher elevations.",
2017-12-10,Low,1,Low,1,Low,1,Temperature inversion conditions have moistened the snow surface at higher elevations.  This is likely on all aspects in the north of the region and predominantly on southerly slopes in the south of the region.,
2017-12-11,Low,1,Low,1,Low,1,Temperature inversion conditions have moistened the snow surface at higher elevations.  This is likely on all aspects in the north of the region and predominantly on southerly slopes in the south of the region.,
2017-12-12,Low,1,Low,1,Low,1,"With warm temperatures expected to continue for the next few days watch for changing surface conditions.  Expect crusts to breakdown quickly with moist or wet snow on solar aspects, while dry snow may still exist in shaded areas.",
2017-12-13,Low,1,Low,1,Low,1,"With another day of spring-like weather in the forecast keep an eye out for changing snow conditions during the day, or when moving from shady to sunny aspects.  Watch for wet snow on steep, sunny aspects, or pockets of windslab near ridge crests.",
2017-12-14,Low,1,Low,1,Low,1,"With another day of spring-like weather in the forecast keep an eye out for changing snow conditions during the day, or when moving from shady to sunny aspects.  Watch for wet snow on steep, sunny aspects, or pockets of windslab near ridge crests.",
2017-12-15,Low,1,Low,1,Low,1,"With snow and wind expected during the day on Friday watch for touchy wind slabs building in alpine, lee areas particularly in the Coquihalla area where forecasted precipitation amounts are highest.",
2017-12-16,Low,1,Low,1,Low,1,"A storm system is expected to arrive late Saturday and into Sunday, with highest snowfall amounts in the southern part of the region. Watch for new snow and wind building fresh slabs in lee areas.",
2017-12-17,Considerable,3,Considerable,3,Moderate,2,"Fresh storm slabs may bond poorly to a melt-freeze crust on Sunday. If you see more than 30cm new snow on a firm crust, consider the danger to be HIGH.",
2017-12-18,Moderate,2,Moderate,2,Low,1,Wind slabs may be found in immediate lee (down wind) features at higher elevations. Watch for how the new snow is bonding to the old surface on south aspects.,
2017-12-19,High,4,High,4,Considerable,3,Danger will increase throughout the day with a powerful storm forecast for the south (Coquihalla-Manning). Danger ratings in the north (Duffey Lake zone) will be at least one step lower due to lower snowfall amounts.,
2017-12-20,High,4,High,4,Considerable,3,Storm snow will take time to settle. Stick to simple terrain on Wednesday and avoid all overhead hazard.,
2017-12-21,Considerable,3,Considerable,3,Moderate,2,The recent storm snow will take some time to settle and stabilize. Until then make conservative terrain choices and watch for additional loading from wind on leeward areas.,
2017-12-22,Considerable,3,Considerable,3,Moderate,2,Hazard ratings are for the southern part of the region where storm snow totals range from 80-100 cm.  Northern areas that received lower snowfall amounts (25-35 cm) can expect the same avalanche problems with lower hazard ratings.,
2017-12-23,Considerable,3,Considerable,3,Moderate,2,Hazard ratings are for the southern part of the region where storm snow totals range from 80-100 cm. Northern areas that received lower snowfall amounts can expect the same avalanche problems with lower hazard ratings.,
2017-12-24,Considerable,3,Considerable,3,Moderate,2,"Similar but different!
Hazard ratings are for the southern part of the region where storm snow totals range from 80-100 cm. Northern areas that received less snow can expect the same problems but a lower hazard rating.",
2017-12-25,Moderate,2,Moderate,2,Low,1,"The southern part of the region continues to be the driver for elevated hazard levels. Although wind slabs remain a concern in northern areas.
Ho, ho, hopefully the whole region will see some appreciable snowfall later in the week!",
2017-12-26,Moderate,2,Moderate,2,Low,1,"The southern part of the region continues to be the driver for elevated hazard levels. Although wind slabs remain a concern in northern areas.
Ho, ho, hopefully the whole region will see some appreciable snowfall later in the week!",
2017-12-27,Considerable,3,Considerable,3,Moderate,2,Posted danger ratings are for Thursday morning. The avalanche danger is forecast to increase throughout the day and could become HIGH by the afternoon.,
2017-12-28,Considerable,3,Considerable,3,Moderate,2,Posted danger ratings are for Thursday morning. The avalanche danger is forecast to increase throughout the day and could become HIGH by the afternoon.,
2017-12-29,Considerable,3,Moderate,2,Moderate,2,"Natural avalanche activity is expected to tapper off early Saturday morning, but human triggered avalanches remain possible or even likely in wind loaded features, especially those that are steep and unsupported.",
2017-12-30,Considerable,3,Moderate,2,Moderate,2,"Natural avalanche activity is expected to tapper off early Saturday morning, but human triggered avalanches remain possible or even likely in wind loaded features, especially those that are steep and unsupported.",
2017-12-31,Moderate,2,Moderate,2,Moderate,2,"Sunday offers one last day of cool temperatures before warming arrives Sunday night. Pay attention to how the snow feels underneath you, as the storm snow settles into a more cohesive slab it will likely become more sensitive to human triggering.",
